"id","survey_app_id_id","necessary","concerned","understand","category","permission","keep_choice","selection","recall","last_use","aware_prior","access_beneficial","access_concerned","access_change","installed_on","days_since_install"
"363","364","Moderately necessary","Not concerned","Confident","Gmail","Read, compose, send, and permanently delete all your email from Gmail","Keep","newestApp","Yes","In the previous month","Yes","Strongly agree","Strongly disagree","Strongly disagree","2021-01-27 17:29:07.000000","83"
"364","364","Necessary","Not concerned","Very confident","Google Drive","See, edit, create, and delete all of your Google Drive files","Keep","newestApp","Yes","In the previous month","Yes","Strongly agree","Strongly disagree","Strongly disagree","2021-01-27 17:29:07.000000","83"
"365","364","Moderately necessary","Not concerned","Confident","Basic account info","See your primary Google Account email address","Keep","newestApp","Yes","In the previous month","Yes","Strongly agree","Strongly disagree","Strongly disagree","2021-01-27 17:29:07.000000","83"
"366","365","Slightly necessary","Moderately concerned","Slightly confident","Google Calendar","See, edit, share, and permanently delete all the calendars you can access using Google Calendar","Remove","oldestApp","Yes","Today","No","Disagree","Disagree","Strongly disagree","2015-08-02 17:43:03.000000","2088"
"367","365","Moderately necessary","Moderately concerned","Not confident","Basic account info","See your primary Google Account email address","Remove","oldestApp","Yes","Today","No","Disagree","Disagree","Strongly disagree","2015-08-02 17:43:03.000000","2088"
"368","365","Moderately necessary","Concerned","Slightly confident","Basic account info","See your personal info, including any personal info you've made publicly available","Remove","oldestApp","Yes","Today","No","Disagree","Disagree","Strongly disagree","2015-08-02 17:43:03.000000","2088"
"369","366","Necessary","Concerned","Moderately confident","YouTube","Manage your YouTube account","Remove","newestApp","No","Today","No","Disagree","Strongly disagree","Disagree","2021-02-19 03:36:23.000000","60"
"370","366","Moderately necessary","Concerned","Moderately confident","YouTube","View and manage your rental and purchase history.","Remove","newestApp","No","Today","No","Disagree","Strongly disagree","Disagree","2021-02-19 03:36:23.000000","60"
"371","368","Very necessary","Not concerned","Very confident","Basic account info","Manage your Google voice commands","Keep","oldestApp","Yes","More than a year ago","Yes","Agree","Disagree","Disagree","2019-01-20 18:46:56.000000","821"
"372","371","Very necessary","Not concerned","Very confident","YouTube","View and manage your rental and purchase history.","Keep","newestApp","Yes","In the previous month","Yes","Agree","Disagree","Disagree","2021-02-19 21:38:37.000000","60"
"373","371","Necessary","Slightly concerned","Very confident","YouTube","Manage your YouTube account","Keep","newestApp","Yes","In the previous month","Yes","Agree","Disagree","Disagree","2021-02-19 21:38:37.000000","60"
"374","370","Slightly necessary","Concerned","Very confident","Google Drive","See, edit, create, and delete all of your Google Drive files","Remove","randomApp","Yes","In the previous year","Yes","Disagree","Agree","Agree","2021-01-09 01:29:29.000000","101"
"375","370","Necessary","Not concerned","Very confident","Basic account info","See your primary Google Account email address","Remove","randomApp","Yes","In the previous year","Yes","Disagree","Agree","Agree","2021-01-09 01:29:29.000000","101"
"376","370","Moderately necessary","Slightly concerned","Very confident","Basic account info","See your personal info, including any personal info you've made publicly available","Remove","randomApp","Yes","In the previous year","Yes","Disagree","Agree","Agree","2021-01-09 01:29:29.000000","101"
"377","374","Moderately necessary","Not concerned","Confident","Gmail","Read, compose, send, and permanently delete all your email from Gmail","Remove","oldestApp","Yes","Today","Unsure","Strongly agree","Strongly agree","Neither agree nor disagree","2020-03-21 20:59:28.000000","395"
"378","374","Moderately necessary","Not concerned","Confident","Google Calendar","See, edit, share, and permanently delete all the calendars you can access using Google Calendar","Remove","oldestApp","Yes","Today","Unsure","Strongly agree","Strongly agree","Neither agree nor disagree","2020-03-21 20:59:28.000000","395"
"379","374","Moderately necessary","Slightly concerned","Confident","Google Contacts","See, edit, download, and permanently delete your contacts","Remove","oldestApp","Yes","Today","Unsure","Strongly agree","Strongly agree","Neither agree nor disagree","2020-03-21 20:59:28.000000","395"
"380","374","Moderately necessary","Slightly concerned","Confident","Basic account info","See your primary Google Account email address","Remove","oldestApp","Yes","Today","Unsure","Strongly agree","Strongly agree","Neither agree nor disagree","2020-03-21 20:59:28.000000","395"
"381","374","Moderately necessary","Slightly concerned","Confident","Basic account info","See your personal info, including any personal info you've made publicly available","Remove","oldestApp","Yes","Today","Unsure","Strongly agree","Strongly agree","Neither agree nor disagree","2020-03-21 20:59:28.000000","395"
"382","375","Slightly necessary","Moderately concerned","Not confident","Gmail","View your email messages and settings","Keep","newestApp","Yes","In the previous year","Yes","Agree","Disagree","Disagree","2021-04-07 12:37:01.000000","13"
"383","375","Slightly necessary","Moderately concerned","Moderately confident","Basic account info","See your primary Google Account email address","Keep","newestApp","Yes","In the previous year","Yes","Agree","Disagree","Disagree","2021-04-07 12:37:01.000000","13"
"384","375","Slightly necessary","Moderately concerned","Slightly confident","Basic account info","See your personal info, including any personal info you've made publicly available","Keep","newestApp","Yes","In the previous year","Yes","Agree","Disagree","Disagree","2021-04-07 12:37:01.000000","13"
"385","372","Necessary","Not concerned","Confident","Google Drive","Connect itself to your Google Drive","Remove","randomApp","Yes","In the previous year","Yes","Neither agree nor disagree","Disagree","Neither agree nor disagree","2021-03-01 17:29:27.000000","50"
"386","372","Necessary","Not concerned","Confident","Google Drive","See, edit, create, and delete only the specific Google Drive files you use with this app","Remove","randomApp","Yes","In the previous year","Yes","Neither agree nor disagree","Disagree","Neither agree nor disagree","2021-03-01 17:29:27.000000","50"
"387","372","Moderately necessary","Slightly concerned","Confident","Basic account info","See your primary Google Account email address","Remove","randomApp","Yes","In the previous year","Yes","Neither agree nor disagree","Disagree","Neither agree nor disagree","2021-03-01 17:29:27.000000","50"
"388","372","Moderately necessary","Slightly concerned","Moderately confident","Basic account info","See your personal info, including any personal info you've made publicly available","Remove","randomApp","Yes","In the previous year","Yes","Neither agree nor disagree","Disagree","Neither agree nor disagree","2021-03-01 17:29:27.000000","50"
"389","379","Very necessary","Not concerned","Confident","Gmail","Read, compose, send, and permanently delete all your email from Gmail","Keep","oldestApp","Yes","Today","Yes","Strongly agree","Disagree","Disagree","2020-09-21 18:03:50.000000","211"
"390","379","Very necessary","Not concerned","Confident","Gmail","See, edit, create, or change your email settings and filters in Gmail","Keep","oldestApp","Yes","Today","Yes","Strongly agree","Disagree","Disagree","2020-09-21 18:03:50.000000","211"
"391","379","Necessary","Not concerned","Moderately confident","Google Contacts","See, edit, download, and permanently delete your contacts","Keep","oldestApp","Yes","Today","Yes","Strongly agree","Disagree","Disagree","2020-09-21 18:03:50.000000","211"
"392","379","Very necessary","Not concerned","Confident","Basic account info","See your primary Google Account email address","Keep","oldestApp","Yes","Today","Yes","Strongly agree","Disagree","Disagree","2020-09-21 18:03:50.000000","211"
"393","379","Necessary","Not concerned","Confident","Basic account info","Associate you with your personal info on Google","Keep","oldestApp","Yes","Today","Yes","Strongly agree","Disagree","Disagree","2020-09-21 18:03:50.000000","211"
"394","381","Necessary","Not concerned","Confident","Google Drive","Connect itself to your Google Drive","Keep","newestApp","No","Unsure","No","Neither agree nor disagree","Disagree","Disagree","2021-01-26 16:57:10.000000","84"
"395","381","Moderately necessary","Not concerned","Confident","Google Drive","See, edit, create, and delete only the specific Google Drive files you use with this app","Keep","newestApp","No","Unsure","No","Neither agree nor disagree","Disagree","Disagree","2021-01-26 16:57:10.000000","84"
"396","381","Moderately necessary","Not concerned","Confident","Basic account info","Associate you with your personal info on Google","Keep","newestApp","No","Unsure","No","Neither agree nor disagree","Disagree","Disagree","2021-01-26 16:57:10.000000","84"
"397","378","Slightly necessary","Slightly concerned","Moderately confident","Basic account info","Full account access","Keep","randomApp","Yes","Today","Unsure","Agree","Disagree","Disagree","2020-10-25 16:29:44.000000","177"
"398","383","Very necessary","Not concerned","Confident","Google Drive","See, edit, create, and delete only the specific Google Drive files you use with this app","Keep","oldestApp","Yes","In the previous week","No","Agree","Disagree","Neither agree nor disagree","2020-04-30 23:31:40.000000","355"
"399","383","Very necessary","Not concerned","Moderately confident","Google Drive","Connect itself to your Google Drive","Keep","oldestApp","Yes","In the previous week","No","Agree","Disagree","Neither agree nor disagree","2020-04-30 23:31:40.000000","355"
"400","383","Not necessary","Moderately concerned","Slightly confident","Basic account info","See your personal info, including any personal info you've made publicly available","Keep","oldestApp","Yes","In the previous week","No","Agree","Disagree","Neither agree nor disagree","2020-04-30 23:31:40.000000","355"
"401","383","Moderately necessary","Moderately concerned","Confident","Basic account info","See your primary Google Account email address","Keep","oldestApp","Yes","In the previous week","No","Agree","Disagree","Neither agree nor disagree","2020-04-30 23:31:40.000000","355"
"402","384","Necessary","Slightly concerned","Moderately confident","Google Drive","See, edit, create, and delete all of your Google Drive files","Keep","oldestApp","Yes","Today","Yes","Strongly agree","Disagree","Neither agree nor disagree","2020-08-30 23:49:34.000000","233"
"403","387","Necessary","Slightly concerned","Moderately confident","Gmail","See, edit, create, or change your email settings and filters in Gmail","Unsure","newestApp","Yes","In the previous week","Unsure","Neither agree nor disagree","Disagree","Agree","2021-04-05 17:21:26.000000","15"
"404","387","Not necessary","Very concerned","Not confident","Basic account info","See your personal info, including any personal info you've made publicly available","Unsure","newestApp","Yes","In the previous week","Unsure","Neither agree nor disagree","Disagree","Agree","2021-04-05 17:21:26.000000","15"
"405","387","Slightly necessary","Moderately concerned","Slightly confident","Basic account info","See your primary Google Account email address","Unsure","newestApp","Yes","In the previous week","Unsure","Neither agree nor disagree","Disagree","Agree","2021-04-05 17:21:26.000000","15"
"406","386","Necessary","Slightly concerned","Confident","Gmail","Read, compose, send, and permanently delete all your email from Gmail","Unsure","randomApp","Yes","Today","Yes","Agree","Neither agree nor disagree","Disagree","2021-02-05 22:20:09.000000","74"
"407","386","Moderately necessary","Slightly concerned","Very confident","Google Calendar","See, edit, share, and permanently delete all the calendars you can access using Google Calendar","Unsure","randomApp","Yes","Today","Yes","Agree","Neither agree nor disagree","Disagree","2021-02-05 22:20:09.000000","74"
"408","386","Slightly necessary","Concerned","Slightly confident","Basic account info","Associate you with your personal info on Google","Unsure","randomApp","Yes","Today","Yes","Agree","Neither agree nor disagree","Disagree","2021-02-05 22:20:09.000000","74"
"409","386","Moderately necessary","Moderately concerned","Moderately confident","Basic account info","See your primary Google Account email address","Unsure","randomApp","Yes","Today","Yes","Agree","Neither agree nor disagree","Disagree","2021-02-05 22:20:09.000000","74"
"410","386","Moderately necessary","Slightly concerned","Moderately confident","Google Contacts","See, edit, download, and permanently delete your contacts","Unsure","randomApp","Yes","Today","Yes","Agree","Neither agree nor disagree","Disagree","2021-02-05 22:20:09.000000","74"
"411","391","Not necessary","Concerned","Not confident","Google Contacts","See, edit, download, and permanently delete your contacts","Remove","oldestApp","Yes","More than a year ago","Yes","Disagree","Disagree","Neither agree nor disagree","2018-05-14 21:50:31.000000","1072"
"412","391","Moderately necessary","Not concerned","Not confident","Basic account info","See your primary Google Account email address","Remove","oldestApp","Yes","More than a year ago","Yes","Disagree","Disagree","Neither agree nor disagree","2018-05-14 21:50:31.000000","1072"
"413","391","Slightly necessary","Concerned","Not confident","Basic account info","See your personal info, including any personal info you've made publicly available","Remove","oldestApp","Yes","More than a year ago","Yes","Disagree","Disagree","Neither agree nor disagree","2018-05-14 21:50:31.000000","1072"
"414","392","Necessary","Moderately concerned","Slightly confident","Gmail","Read, compose, send, and permanently delete all your email from Gmail","Keep","newestApp","Yes","In the previous week","Yes","Agree","Disagree","Neither agree nor disagree","2021-03-16 22:09:38.000000","35"
"415","392","Necessary","Not concerned","Moderately confident","Basic account info","See your primary Google Account email address","Keep","newestApp","Yes","In the previous week","Yes","Agree","Disagree","Neither agree nor disagree","2021-03-16 22:09:38.000000","35"
"416","392","Not necessary","Slightly concerned","Slightly confident","Basic account info","See your personal info, including any personal info you've made publicly available","Keep","newestApp","Yes","In the previous week","Yes","Agree","Disagree","Neither agree nor disagree","2021-03-16 22:09:38.000000","35"
"417","388","Not necessary","Very concerned","Slightly confident","Google Drive","See and download all your Google Drive files","Unsure","randomApp","No","Unsure","No","Disagree","Disagree","Disagree","2021-02-13 04:19:00.000000","66"
"418","388","Moderately necessary","Not concerned","Not confident","Basic account info","See your primary Google Account email address","Unsure","randomApp","No","Unsure","No","Disagree","Disagree","Disagree","2021-02-13 04:19:00.000000","66"
"419","388","Slightly necessary","Slightly concerned","Slightly confident","Basic account info","See your personal info, including any personal info you've made publicly available","Unsure","randomApp","No","Unsure","No","Disagree","Disagree","Disagree","2021-02-13 04:19:00.000000","66"
"420","393","Necessary","Not concerned","Confident","Gmail","View your email messages and settings","Keep","oldestApp","Yes","In the previous week","Yes","Agree","Disagree","Disagree","2020-09-20 23:53:57.000000","212"
"421","393","Necessary","Not concerned","Confident","Basic account info","See your primary Google Account email address","Keep","oldestApp","Yes","In the previous week","Yes","Agree","Disagree","Disagree","2020-09-20 23:53:57.000000","212"
"422","393","Necessary","Not concerned","Confident","Basic account info","See your personal info, including any personal info you've made publicly available","Keep","oldestApp","Yes","In the previous week","Yes","Agree","Disagree","Disagree","2020-09-20 23:53:57.000000","212"
"423","394","Necessary","Slightly concerned","Very confident","Gmail","Read, compose, send, and permanently delete all your email from Gmail","Keep","oldestApp","Yes","In the previous month","Yes","Agree","Disagree","Disagree","2020-06-27 07:48:31.000000","297"
"424","394","Moderately necessary","Slightly concerned","Moderately confident","Basic account info","Associate you with your personal info on Google","Keep","oldestApp","Yes","In the previous month","Yes","Agree","Disagree","Disagree","2020-06-27 07:48:31.000000","297"
"425","394","Necessary","Not concerned","Very confident","Basic account info","See your primary Google Account email address","Keep","oldestApp","Yes","In the previous month","Yes","Agree","Disagree","Disagree","2020-06-27 07:48:31.000000","297"
"426","397","Moderately necessary","Moderately concerned","Confident","YouTube","View your YouTube account","Unsure","newestApp","No","Unsure","No","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","2020-12-12 21:10:16.000000","129"
"427","397","Moderately necessary","Moderately concerned","Confident","Basic account info","See your personal info, including any personal info you've made publicly available","Unsure","newestApp","No","Unsure","No","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","2020-12-12 21:10:16.000000","129"
"428","397","Moderately necessary","Moderately concerned","Confident","Basic account info","See your primary Google Account email address","Unsure","newestApp","No","Unsure","No","Neither agree nor disagree","Neither agree nor disagree","Neither agree nor disagree","2020-12-12 21:10:16.000000","129"
"429","395","Necessary","Slightly concerned","Very confident","Gmail","Read, compose, send, and permanently delete all your email from Gmail","Keep","randomApp","Yes","Today","Yes","Agree","Agree","Agree","2020-07-15 19:30:40.000000","279"
"430","395","Necessary","Slightly concerned","Very confident","Google Calendar","See, edit, share, and permanently delete all the calendars you can access using Google Calendar","Keep","randomApp","Yes","Today","Yes","Agree","Agree","Agree","2020-07-15 19:30:40.000000","279"
"431","395","Moderately necessary","Slightly concerned","Very confident","Google Contacts","See, edit, download, and permanently delete your contacts","Keep","randomApp","Yes","Today","Yes","Agree","Agree","Agree","2020-07-15 19:30:40.000000","279"
"432","395","Moderately necessary","Slightly concerned","Very confident","Google Hangouts","View and send chat messages","Keep","randomApp","Yes","Today","Yes","Agree","Agree","Agree","2020-07-15 19:30:40.000000","279"
"433","395","Moderately necessary","Slightly concerned","Confident","Basic account info","See your personal info, including any personal info you've made publicly available","Keep","randomApp","Yes","Today","Yes","Agree","Agree","Agree","2020-07-15 19:30:40.000000","279"
"434","395","Necessary","Not concerned","Very confident","Basic account info","See your primary Google Account email address","Keep","randomApp","Yes","Today","Yes","Agree","Agree","Agree","2020-07-15 19:30:40.000000","279"
"435","399","Not necessary","Concerned","Not confident","Google Calendar","View and edit events on all your calendars","Unsure","oldestApp","Unsure","In the previous week","Unsure","Neither agree nor disagree","Agree","Agree","2021-01-04 21:21:56.000000","106"
"436","398","Not necessary","Concerned","Not confident","Google Drive","Connect itself to your Google Drive","Remove","newestApp","No","Unsure","Unsure","Neither agree nor disagree","Agree","Strongly agree","2021-03-03 20:05:33.000000","48"
"437","398","Not necessary","Concerned","Not confident","Google Drive","See, edit, create, and delete only the specific Google Drive files you use with this app","Remove","newestApp","No","Unsure","Unsure","Neither agree nor disagree","Agree","Strongly agree","2021-03-03 20:05:33.000000","48"
"438","398","Not necessary","Concerned","Not confident","Basic account info","See your personal info, including any personal info you've made publicly available","Remove","newestApp","No","Unsure","Unsure","Neither agree nor disagree","Agree","Strongly agree","2021-03-03 20:05:33.000000","48"
"439","398","Not necessary","Concerned","Moderately confident","Basic account info","See your primary Google Account email address","Remove","newestApp","No","Unsure","Unsure","Neither agree nor disagree","Agree","Strongly agree","2021-03-03 20:05:33.000000","48"
"440","400","Necessary","Concerned","Confident","Gmail","View your email messages and settings","Keep","oldestApp","Yes","In the previous week","Yes","Agree","Disagree","Disagree","2020-10-28 02:04:09.000000","174"
"441","400","Necessary","Concerned","Confident","Basic account info","See your personal info, including any personal info you've made publicly available","Keep","oldestApp","Yes","In the previous week","Yes","Agree","Disagree","Disagree","2020-10-28 02:04:09.000000","174"
"442","400","Necessary","Concerned","Confident","Basic account info","See your primary Google Account email address","Keep","oldestApp","Yes","In the previous week","Yes","Agree","Disagree","Disagree","2020-10-28 02:04:09.000000","174"
"443","402","Very necessary","Moderately concerned","Confident","Gmail","Read, compose, send, and permanently delete all your email from Gmail","Keep","oldestApp","Yes","Today","Yes","Strongly agree","Disagree","Disagree","2018-11-29 16:39:44.000000","873"
"444","402","Necessary","Slightly concerned","Confident","Basic account info","See your primary Google Account email address","Keep","oldestApp","Yes","Today","Yes","Strongly agree","Disagree","Disagree","2018-11-29 16:39:44.000000","873"
"445","402","Necessary","Moderately concerned","Moderately confident","Basic account info","Associate you with your personal info on Google","Keep","oldestApp","Yes","Today","Yes","Strongly agree","Disagree","Disagree","2018-11-29 16:39:44.000000","873"
"446","401","Slightly necessary","Moderately concerned","Confident","Basic account info","See your primary Google Account email address","Remove","newestApp","No","Unsure","No","Strongly disagree","Agree","Strongly agree","2021-01-16 17:24:45.000000","94"
"447","401","Not necessary","Concerned","Confident","Basic account info","See your personal info, including any personal info you've made publicly available","Remove","newestApp","No","Unsure","No","Strongly disagree","Agree","Strongly agree","2021-01-16 17:24:45.000000","94"
"448","401","Slightly necessary","Slightly concerned","Moderately confident","Google Drive","See, create, and delete its own configuration data in your Google Drive","Remove","newestApp","No","Unsure","No","Strongly disagree","Agree","Strongly agree","2021-01-16 17:24:45.000000","94"
"449","401","Moderately necessary","Slightly concerned","Confident","Google Drive","See, edit, create, and delete only the specific Google Drive files you use with this app","Remove","newestApp","No","Unsure","No","Strongly disagree","Agree","Strongly agree","2021-01-16 17:24:45.000000","94"
"450","405","Not necessary","Slightly concerned","Not confident","Google Drive","See, create, and delete its own configuration data in your Google Drive","Keep","oldestApp","Yes","Today","Yes","Strongly agree","Strongly agree","Strongly agree","2020-11-23 17:51:55.000000","148"
"451","404","Very necessary","Not concerned","Very confident","Gmail","View your email messages and settings","Keep","newestApp","Yes","Today","Yes","Strongly agree","Neither agree nor disagree","Strongly disagree","2021-03-11 18:34:11.000000","40"
"452","404","Very necessary","Not concerned","Very confident","Gmail","Send email on your behalf","Keep","newestApp","Yes","Today","Yes","Strongly agree","Neither agree nor disagree","Strongly disagree","2021-03-11 18:34:11.000000","40"
"453","404","Very necessary","Not concerned","Very confident","Google Calendar","View and edit events on all your calendars","Keep","newestApp","Yes","Today","Yes","Strongly agree","Neither agree nor disagree","Strongly disagree","2021-03-11 18:34:11.000000","40"
"454","404","Very necessary","Not concerned","Very confident","Google Calendar","See and download any calendar you can access using your Google Calendar","Keep","newestApp","Yes","Today","Yes","Strongly agree","Neither agree nor disagree","Strongly disagree","2021-03-11 18:34:11.000000","40"
"455","404","Very necessary","Not concerned","Very confident","Google Drive","See and download all your Google Drive files","Keep","newestApp","Yes","Today","Yes","Strongly agree","Neither agree nor disagree","Strongly disagree","2021-03-11 18:34:11.000000","40"
"456","404","Very necessary","Not concerned","Very confident","Basic account info","See your primary Google Account email address","Keep","newestApp","Yes","Today","Yes","Strongly agree","Neither agree nor disagree","Strongly disagree","2021-03-11 18:34:11.000000","40"
"457","404","Very necessary","Not concerned","Very confident","Basic account info","See your personal info, including any personal info you've made publicly available","Keep","newestApp","Yes","Today","Yes","Strongly agree","Neither agree nor disagree","Strongly disagree","2021-03-11 18:34:11.000000","40"
"458","404","Very necessary","Not concerned","Very confident","Additional access","Manage the list of sites and domains you control","Keep","newestApp","Yes","Today","Yes","Strongly agree","Neither agree nor disagree","Strongly disagree","2021-03-11 18:34:11.000000","40"
"459","404","Moderately necessary","Not concerned","Very confident","Additional access","View and manage Search Console data for your verified sites","Keep","newestApp","Yes","Today","Yes","Strongly agree","Neither agree nor disagree","Strongly disagree","2021-03-11 18:34:11.000000","40"
"460","403","Very necessary","Not concerned","Very confident","Google Contacts","See and download your contacts","Keep","randomApp","Yes","In the previous month","Yes","Neither agree nor disagree","Strongly disagree","Strongly disagree","2020-12-09 15:44:05.000000","132"
"461","403","Very necessary","Not concerned","Very confident","Basic account info","See your primary Google Account email address","Keep","randomApp","Yes","In the previous month","Yes","Neither agree nor disagree","Strongly disagree","Strongly disagree","2020-12-09 15:44:05.000000","132"
"462","403","Very necessary","Not concerned","Very confident","Basic account info","Associate you with your personal info on Google","Keep","randomApp","Yes","In the previous month","Yes","Neither agree nor disagree","Strongly disagree","Strongly disagree","2020-12-09 15:44:05.000000","132"
"463","409","Not necessary","Very concerned","Not confident","Gmail","Read, compose, send, and permanently delete all your email from Gmail","Keep","oldestApp","Unsure","Unsure","No","Neither agree nor disagree","Disagree","Disagree","2016-05-27 19:54:17.000000","1789"
"464","409","Not necessary","Moderately concerned","Slightly confident","Basic account info","See your primary Google Account email address","Keep","oldestApp","Unsure","Unsure","No","Neither agree nor disagree","Disagree","Disagree","2016-05-27 19:54:17.000000","1789"
"465","409","Not necessary","Moderately concerned","Slightly confident","Basic account info","Associate you with your personal info on Google","Keep","oldestApp","Unsure","Unsure","No","Neither agree nor disagree","Disagree","Disagree","2016-05-27 19:54:17.000000","1789"
"466","410","Slightly necessary","Not concerned","Confident","Google Drive","Connect itself to your Google Drive","Unsure","newestApp","No","Unsure","No","Strongly disagree","Agree","Neither agree nor disagree","2021-04-01 12:41:24.000000","19"
"467","410","Slightly necessary","Not concerned","Confident","Google Drive","See, edit, create, and delete only the specific Google Drive files you use with this app","Unsure","newestApp","No","Unsure","No","Strongly disagree","Agree","Neither agree nor disagree","2021-04-01 12:41:24.000000","19"
"468","410","Slightly necessary","Not concerned","Confident","Basic account info","See your primary Google Account email address","Unsure","newestApp","No","Unsure","No","Strongly disagree","Agree","Neither agree nor disagree","2021-04-01 12:41:24.000000","19"
"469","410","Slightly necessary","Not concerned","Confident","Basic account info","See your personal info, including any personal info you've made publicly available","Unsure","newestApp","No","Unsure","No","Strongly disagree","Agree","Neither agree nor disagree","2021-04-01 12:41:24.000000","19"
"470","407","Slightly necessary","Not concerned","Confident","Google Drive","See, create, and delete its own configuration data in your Google Drive","Keep","randomApp","Yes","Today","Yes","Strongly disagree","Strongly disagree","Strongly disagree","2021-03-04 00:40:45.000000","47"
"471","407","Slightly necessary","Slightly concerned","Confident","Google Play","Create, edit, and delete your Google Play Games activity","Keep","randomApp","Yes","Today","Yes","Strongly disagree","Strongly disagree","Strongly disagree","2021-03-04 00:40:45.000000","47"
"472","411","Moderately necessary","Moderately concerned","Moderately confident","Basic account info","Manage your Google voice commands","Remove","oldestApp","Yes","More than a year ago","Yes","Neither agree nor disagree","Neither agree nor disagree","Agree","2018-01-21 00:24:17.000000","1185"
"473","413","Not necessary","Moderately concerned","Confident","Gmail","View your email messages and settings","Remove","newestApp","Unsure","More than a year ago","No","Disagree","Agree","Agree","2021-02-01 20:57:21.000000","78"
"474","413","Not necessary","Concerned","Confident","Basic account info","See your personal info, including any personal info you've made publicly available","Remove","newestApp","Unsure","More than a year ago","No","Disagree","Agree","Agree","2021-02-01 20:57:21.000000","78"
"475","413","Not necessary","Moderately concerned","Confident","Basic account info","See your primary Google Account email address","Remove","newestApp","Unsure","More than a year ago","No","Disagree","Agree","Agree","2021-02-01 20:57:21.000000","78"
"476","414","Not necessary","Concerned","Moderately confident","Google Drive","See, create, and delete its own configuration data in your Google Drive","Remove","randomApp","No","In the previous week","No","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","2020-07-21 15:32:46.000000","273"
"477","414","Not necessary","Concerned","Moderately confident","Basic account info","See your personal info, including any personal info you've made publicly available","Remove","randomApp","No","In the previous week","No","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","2020-07-21 15:32:46.000000","273"
"478","414","Slightly necessary","Slightly concerned","Moderately confident","Basic account info","See your primary Google Account email address","Remove","randomApp","No","In the previous week","No","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree","2020-07-21 15:32:46.000000","273"
"479","416","Necessary","Slightly concerned","Confident","Gmail","Read, compose, send, and permanently delete all your email from Gmail","Keep","oldestApp","Yes","In the previous month","Yes","Agree","Disagree","Disagree","2019-03-31 00:13:05.000000","751"
"480","416","Necessary","Slightly concerned","Confident","Google Calendar","See, edit, share, and permanently delete all the calendars you can access using Google Calendar","Keep","oldestApp","Yes","In the previous month","Yes","Agree","Disagree","Disagree","2019-03-31 00:13:05.000000","751"
"481","416","Slightly necessary","Slightly concerned","Confident","Google Contacts","See, edit, download, and permanently delete your contacts","Keep","oldestApp","Yes","In the previous month","Yes","Agree","Disagree","Disagree","2019-03-31 00:13:05.000000","751"
"482","416","Moderately necessary","Slightly concerned","Confident","Basic account info","See your primary Google Account email address","Keep","oldestApp","Yes","In the previous month","Yes","Agree","Disagree","Disagree","2019-03-31 00:13:05.000000","751"
"483","416","Slightly necessary","Moderately concerned","Confident","Basic account info","Associate you with your personal info on Google","Keep","oldestApp","Yes","In the previous month","Yes","Agree","Disagree","Disagree","2019-03-31 00:13:05.000000","751"
"484","417","Very necessary","Not concerned","Very confident","YouTube","Manage your YouTube videos","Keep","oldestApp","Yes","In the previous month","No","Disagree","Agree","Agree","2020-09-10 01:49:38.000000","222"
"485","417","Necessary","Slightly concerned","Moderately confident","YouTube","View and manage your assets and associated content on YouTube","Keep","oldestApp","Yes","In the previous month","No","Disagree","Agree","Agree","2020-09-10 01:49:38.000000","222"
"486","417","Moderately necessary","Not concerned","Slightly confident","YouTube","Manage your YouTube account","Keep","oldestApp","Yes","In the previous month","No","Disagree","Agree","Agree","2020-09-10 01:49:38.000000","222"
"487","417","Not necessary","Moderately concerned","Confident","Basic account info","See your primary Google Account email address","Keep","oldestApp","Yes","In the previous month","No","Disagree","Agree","Agree","2020-09-10 01:49:38.000000","222"
"488","417","Not necessary","Concerned","Confident","Basic account info","See your personal info, including any personal info you've made publicly available","Keep","oldestApp","Yes","In the previous month","No","Disagree","Agree","Agree","2020-09-10 01:49:38.000000","222"
"489","421","Very necessary","Not concerned","Very confident","Basic account info","Manage your Google voice commands","Keep","oldestApp","Yes","More than a year ago","Yes","Agree","Disagree","Disagree","2017-07-06 04:18:54.000000","1384"
"490","422","Very necessary","Not concerned","Very confident","Basic account info","Associate you with your personal info on Google","Keep","newestApp","Yes","Today","Yes","Strongly agree","Disagree","Neither agree nor disagree","2021-04-13 05:25:20.000000","7"
"491","422","Necessary","Not concerned","Very confident","Basic account info","See your primary Google Account email address","Keep","newestApp","Yes","Today","Yes","Strongly agree","Disagree","Neither agree nor disagree","2021-04-13 05:25:20.000000","7"
"492","422","Very necessary","Not concerned","Very confident","Additional access","Add to your Google Photos library","Keep","newestApp","Yes","Today","Yes","Strongly agree","Disagree","Neither agree nor disagree","2021-04-13 05:25:20.000000","7"
"493","424","Necessary","Not concerned","Confident","Basic account info","See your primary Google Account email address","Keep","randomApp","Yes","Unsure","Yes","Agree","Disagree","Agree","2021-03-19 22:47:44.000000","32"
"494","424","Not necessary","Not concerned","Confident","Additional access","See and download your exact date of birth","Keep","randomApp","Yes","Unsure","Yes","Agree","Disagree","Agree","2021-03-19 22:47:44.000000","32"
